Datetime,Mud Pump A,React 55 Mud Flow to Mud Pump A,MUD PUMP A SUCTION PRESS,MUD PUMP A SPEED,MUD PUMP A SPEED,PUM-34A- Current,Mud pump A speed,MUD PUMP A CYLINDER 2,MUD PUMP A CYLINDER 3,Mud Pump A Cylinder #1 Temperature,Mud Pump A Cylinder #2 Temperature,Mud Pump A Cylinder #3 Temperature,Mud Pump A Cylinder #4 Temperature
29-Oct-24 10:00:00,RUN,111.99,475.72,42.04,99.29,264.80,38.07,6732.05,6758.23,57.60,47.65,57.66,53.66
29-Oct-24 11:00:00,RUN,107.49,456.70,42.01,99.38,265.57,38.07,6782.62,6806.99,59.20,49.98,60.11,53.67
29-Oct-24 12:00:00,RUN,130.73,464.96,41.93,99.49,265.42,38.07,6800.70,6828.82,58.76,51.57,60.26,54.53
29-Oct-24 13:00:00,RUN,100.59,434.21,41.95,99.49,265.12,38.07,6837.10,6860.70,58.67,52.17,60.43,55.29
29-Oct-24 14:00:00,RUN,93.44,272.94,36.81,86.54,248.79,38.07,5653.77,5677.95,59.27,52.23,60.23,56.21
29-Oct-24 15:00:00,RUN,101.68,418.26,42.00,99.40,267.64,38.07,6798.44,6822.66,58.92,52.03,59.81,54.01
29-Oct-24 16:00:00,RUN,92.21,413.14,41.99,99.42,263.88,38.07,6670.16,6687.18,58.80,52.70,59.46,54.13
29-Oct-24 17:00:00,RUN,94.59,401.85,41.94,99.52,259.79,38.07,6377.28,6406.07,56.94,50.95,57.88,53.81
29-Oct-24 18:00:00,RUN,89.75,433.50,42.00,99.39,270.12,38.07,6959.45,6988.90,55.34,50.22,55.90,52.14
29-Oct-24 19:00:00,RUN,92.31,397.16,41.99,99.41,265.67,38.07,6732.98,6750.26,56.02,48.28,55.69,52.29
29-Oct-24 20:00:00,RUN,93.84,430.44,41.95,99.50,263.17,38.07,6802.96,6819.17,57.70,49.86,57.92,54.50
29-Oct-24 21:00:00,RUN,96.22,433.39,42.02,99.38,260.89,38.07,6608.86,6639.47,58.35,50.81,58.85,54.75
29-Oct-24 22:00:00,RUN,89.25,434.51,41.66,97.90,259.11,38.07,6681.14,6702.45,59.01,50.65,59.82,53.24
29-Oct-24 23:00:00,RUN,91.33,416.16,41.57,98.29,263.94,38.07,6834.44,6864.63,59.66,51.92,60.21,54.52
30-Oct-24 00:00:00,RUN,96.11,446.66,41.97,99.55,258.27,31.20,6294.75,6324.77,59.72,49.30,58.78,56.44
30-Oct-24 01:00:00,RUN,92.97,466.54,42.04,99.43,267.23,31.20,7023.00,7043.59,59.55,48.23,59.55,56.37
30-Oct-24 02:00:00,RUN,94.52,434.61,41.94,99.55,267.48,31.20,6881.68,6913.81,60.04,49.59,60.06,56.56
30-Oct-24 03:00:00,RUN,97.38,444.45,41.95,99.54,259.77,31.20,6695.44,6712.24,60.09,49.23,60.25,56.64
30-Oct-24 04:00:00,RUN,92.73,455.94,41.96,99.49,269.55,31.20,6952.53,6981.24,59.87,50.19,60.20,56.66
30-Oct-24 05:00:00,RUN,94.77,442.36,41.97,99.56,261.35,31.20,6625.66,6643.98,60.07,50.78,60.03,55.89
30-Oct-24 06:00:00,RUN,95.59,450.90,41.99,99.49,260.36,31.20,6869.13,6890.73,59.85,49.67,59.98,55.82
30-Oct-24 07:00:00,RUN,101.14,449.99,41.94,99.53,263.14,31.20,6897.93,6915.60,59.73,51.15,59.62,56.12
30-Oct-24 08:00:00,RUN,92.07,392.78,42.00,99.44,266.57,31.20,6688.49,6709.43,59.56,50.18,59.38,56.34
30-Oct-24 09:00:00,RUN,86.97,346.98,36.12,86.06,246.29,31.20,5185.90,5216.55,57.75,49.15,57.15,54.45
30-Oct-24 10:00:00,RUN,81.17,311.60,31.68,74.69,234.22,31.20,4302.68,4330.67,58.50,49.37,58.99,53.10
30-Oct-24 11:00:00,RUN,85.19,278.41,33.99,80.75,234.05,31.20,3872.72,3899.03,57.74,48.60,58.06,51.05
30-Oct-24 12:00:00,RUN,66.15,204.71,21.07,50.59,228.99,31.20,3931.97,3956.79,57.10,49.08,57.27,52.39
30-Oct-24 13:00:00,RUN,71.62,271.32,25.32,59.51,240.76,31.20,5303.58,5327.14,57.64,48.89,58.04,52.02
30-Oct-24 14:00:00,RUN,64.38,311.27,19.16,45.21,251.28,31.20,6270.44,6296.70,58.25,49.79,57.96,54.06
30-Oct-24 15:00:00,RUN,71.39,322.28,24.98,56.26,256.36,31.20,6649.89,6678.65,58.34,49.90,58.05,55.11
30-Oct-24 16:00:00,RUN,67.15,322.24,22.21,51.20,258.38,31.20,6535.36,6555.12,59.17,50.88,56.74,55.22
30-Oct-24 17:00:00,RUN,69.08,322.04,23.93,58.43,259.89,31.20,6674.12,6694.80,59.23,49.65,56.20,54.65
30-Oct-24 18:00:00,RUN,68.00,309.03,21.82,52.29,251.38,31.20,6446.67,6467.53,58.56,49.12,57.60,55.17
30-Oct-24 19:00:00,RUN,72.56,315.68,26.19,61.61,254.47,31.20,6697.37,6718.89,59.15,49.84,57.07,55.28
30-Oct-24 20:00:00,RUN,71.56,315.70,27.07,62.15,251.84,31.20,6491.46,6508.89,58.58,49.49,58.25,55.81
30-Oct-24 21:00:00,RUN,66.71,320.09,21.93,50.60,256.80,31.20,6609.19,6634.19,58.74,48.94,58.06,55.74
30-Oct-24 22:00:00,RUN,73.45,325.31,26.98,65.55,255.88,31.20,6586.39,6613.88,59.22,51.06,56.81,55.08
30-Oct-24 23:00:00,RUN,72.36,326.09,25.57,61.35,254.70,31.20,6458.83,6481.75,59.49,51.58,57.13,55.69
31-Oct-24 00:00:00,RUN,70.12,325.68,24.46,56.87,265.70,36.10,6688.15,6714.29,59.11,52.93,56.68,55.21
31-Oct-24 01:00:00,RUN,69.06,318.58,23.13,56.43,256.32,36.10,6484.74,6512.18,58.38,52.55,55.87,54.16
31-Oct-24 02:00:00,RUN,68.97,305.81,24.46,57.75,247.69,36.10,6242.46,6266.02,58.84,49.79,56.31,55.05
31-Oct-24 03:00:00,RUN,66.24,303.06,21.74,52.61,246.43,36.10,6204.16,6225.76,58.16,52.63,56.11,54.20
31-Oct-24 04:00:00,RUN,73.09,301.83,25.46,59.91,250.25,36.10,5841.18,5872.55,58.76,50.23,56.60,54.71
31-Oct-24 05:00:00,RUN,68.74,299.06,23.12,55.86,255.11,36.10,5993.08,6015.92,56.89,50.31,56.17,53.91
31-Oct-24 06:00:00,RUN,93.33,394.28,41.40,97.32,263.12,36.10,6916.55,6943.58,57.49,50.14,58.70,56.05
31-Oct-24 07:00:00,RUN,83.39,404.72,37.31,88.15,260.60,36.10,6583.68,6617.67,57.64,50.08,58.20,56.15
31-Oct-24 08:00:00,RUN,91.08,336.79,38.48,92.16,256.29,36.10,6155.79,6186.08,57.98,49.89,57.82,56.01
31-Oct-24 09:00:00,RUN,95.91,394.68,41.99,99.61,243.30,36.10,5248.15,5272.51,57.02,49.59,57.50,55.73
31-Oct-24 10:00:00,RUN,94.09,412.10,42.00,99.38,269.93,36.10,7295.68,7327.09,57.89,48.50,57.46,55.27
31-Oct-24 11:00:00,RUN,93.61,382.39,41.94,99.11,260.51,36.10,6480.01,6499.51,57.96,50.13,58.16,55.61
31-Oct-24 12:00:00,RUN,93.65,405.76,41.94,99.49,265.66,36.10,6526.81,6552.90,57.95,51.57,58.98,54.96
31-Oct-24 13:00:00,RUN,91.23,376.48,40.65,96.64,265.27,36.10,6797.68,6818.49,58.76,50.12,58.11,56.55
31-Oct-24 14:00:00,RUN,87.19,411.04,39.09,91.97,263.25,36.10,6636.34,6657.87,58.44,49.76,57.65,55.31
31-Oct-24 15:00:00,RUN,73.43,411.68,25.59,61.56,262.30,36.10,6546.99,6574.56,57.62,50.27,56.45,54.96
31-Oct-24 16:00:00,RUN,93.05,377.56,41.92,99.41,265.44,36.10,6931.84,6954.85,59.31,51.51,58.54,55.19
31-Oct-24 17:00:00,RUN,92.90,373.92,41.94,99.43,264.63,36.10,6756.35,6787.26,59.81,52.02,59.07,55.49
31-Oct-24 18:00:00,RUN,92.36,371.58,39.86,95.41,263.14,36.10,6660.34,6693.72,59.41,51.71,58.58,55.76
31-Oct-24 19:00:00,RUN,93.20,364.76,40.74,96.39,261.73,36.10,6678.99,6696.66,59.37,51.58,59.07,56.43
31-Oct-24 20:00:00,RUN,87.26,362.66,38.41,90.40,269.77,36.10,6749.35,6781.42,58.53,49.99,57.72,56.61
31-Oct-24 21:00:00,RUN,92.84,370.66,40.48,97.47,262.82,36.10,6613.07,6640.19,58.38,51.48,58.73,56.06
31-Oct-24 22:00:00,RUN,88.92,365.22,39.63,95.23,255.82,36.10,6293.48,6318.64,59.26,50.00,58.25,56.97
31-Oct-24 23:00:00,RUN,93.37,377.59,40.23,96.74,265.26,36.10,6602.41,6635.94,59.17,49.82,57.41,56.57
01-Nov-24 00:00:00,RUN,88.79,364.67,39.12,92.85,261.19,37.78,6708.42,6726.96,59.53,50.47,58.14,56.99
01-Nov-24 01:00:00,RUN,93.13,370.52,40.76,96.64,263.81,37.78,6664.52,6686.36,58.69,51.42,58.98,57.08
01-Nov-24 02:00:00,RUN,88.18,378.17,37.10,86.84,267.24,37.78,6768.82,6794.82,59.89,49.80,58.16,57.17
01-Nov-24 03:00:00,RUN,92.20,363.54,41.29,98.39,255.91,37.78,6462.16,6482.06,59.54,50.53,58.99,57.38
01-Nov-24 04:00:00,RUN,88.37,360.83,40.64,97.14,266.48,37.78,6684.56,6710.87,58.78,51.90,59.08,57.26
01-Nov-24 05:00:00,RUN,88.00,373.69,37.05,88.00,269.87,37.78,6731.25,6756.16,59.94,51.19,59.08,57.89
01-Nov-24 06:00:00,RUN,91.07,357.45,40.17,96.85,263.15,37.78,6568.06,6593.52,59.08,52.06,59.90,57.26
01-Nov-24 07:00:00,RUN,89.48,370.83,40.13,93.24,262.57,37.78,6632.86,6656.42,59.58,51.09,58.92,57.45
01-Nov-24 08:00:00,RUN,78.35,279.55,29.70,70.30,253.06,37.78,5489.16,5517.30,59.72,49.80,57.98,57.14
01-Nov-24 09:00:00,RUN,90.48,251.83,38.85,92.19,225.33,37.78,3275.84,3300.06,57.78,48.75,56.37,55.51
01-Nov-24 10:00:00,RUN,113.69,512.33,42.09,99.29,275.17,37.78,7717.48,7739.95,57.73,49.38,57.92,55.68
01-Nov-24 11:00:00,RUN,112.39,421.58,41.98,99.43,261.13,37.78,6764.88,6795.66,60.85,52.52,60.59,57.36
01-Nov-24 12:00:00,RUN,103.53,435.60,42.01,99.40,272.43,37.78,7086.14,7118.32,60.26,52.26,60.91,57.76
01-Nov-24 13:00:00,RUN,100.79,424.12,42.03,99.36,272.65,37.78,7032.71,7063.45,60.66,52.10,60.55,58.61
01-Nov-24 14:00:00,RUN,134.00,437.93,42.09,99.23,270.99,37.78,6964.71,6990.93,60.50,51.90,60.53,58.78
01-Nov-24 15:00:00,RUN,118.17,426.82,41.99,99.43,266.04,37.78,7032.69,7059.20,61.41,52.38,60.51,58.85
01-Nov-24 16:00:00,RUN,134.02,450.91,42.01,99.36,265.85,37.78,7118.49,7141.32,60.73,51.07,59.55,58.15
01-Nov-24 17:00:00,RUN,79.93,285.03,32.14,74.68,245.16,37.78,5459.35,5495.34,57.44,48.79,56.47,55.07
01-Nov-24 18:00:00,RUN,102.60,441.00,41.94,99.48,265.65,37.78,6994.79,7013.12,55.53,49.81,56.56,53.59
01-Nov-24 19:00:00,RUN,107.26,427.81,41.94,99.50,272.62,37.78,6930.00,6957.48,57.26,50.05,57.15,53.94
01-Nov-24 20:00:00,RUN,83.33,347.12,33.79,77.81,243.47,37.78,5271.90,5295.68,59.18,49.12,57.48,55.81
01-Nov-24 21:00:00,RUN,85.28,315.72,34.76,84.21,250.20,37.78,5360.71,5386.26,59.88,48.93,57.42,56.20
01-Nov-24 22:00:00,RUN,84.24,299.59,33.32,79.01,245.49,37.78,5064.61,5094.54,58.55,50.44,57.91,55.80
01-Nov-24 23:00:00,RUN,87.60,285.94,37.08,87.76,239.64,37.78,4459.85,4492.49,57.33,48.66,56.49,55.14
02-Nov-24 00:00:00,RUN,90.26,274.34,37.74,89.80,235.28,39.24,3998.40,4022.38,57.98,49.76,57.44,55.17
02-Nov-24 01:00:00,RUN,90.14,271.71,38.17,90.74,233.96,39.24,4010.56,4038.83,57.08,50.11,57.72,55.32
02-Nov-24 02:00:00,RUN,86.01,264.41,34.39,82.63,231.98,39.24,3899.40,3926.17,58.47,48.61,56.45,54.51
02-Nov-24 03:00:00,RUN,86.18,266.36,34.31,81.15,229.80,39.24,3823.86,3851.22,58.71,48.90,56.79,55.20
02-Nov-24 04:00:00,RUN,90.50,264.65,38.14,92.49,231.37,39.24,3926.65,3954.77,58.01,48.49,56.22,54.20
02-Nov-24 05:00:00,RUN,87.17,272.62,36.50,85.54,234.46,39.24,4193.61,4219.70,58.53,49.32,56.70,54.65
02-Nov-24 06:00:00,RUN,83.91,314.18,33.49,79.36,241.02,39.24,5202.71,5225.74,58.78,49.46,57.38,54.85
02-Nov-24 07:00:00,RUN,92.72,327.88,41.41,97.94,256.11,39.24,5854.18,5880.36,59.01,51.91,59.75,56.48
02-Nov-24 08:00:00,RUN,93.09,303.04,39.20,94.08,249.22,39.24,5711.33,5746.67,60.78,52.00,60.19,57.73
02-Nov-24 09:00:00,RUN,68.40,328.54,22.41,53.21,255.57,39.24,6545.64,6571.17,59.12,49.70,56.69,56.00
02-Nov-24 10:00:00,RUN,93.89,355.31,40.59,98.09,267.85,39.24,7145.11,7167.82,58.78,49.58,57.64,55.75
02-Nov-24 11:00:00,RUN,93.66,360.63,42.01,99.41,266.79,39.24,6971.65,6993.73,60.05,49.88,58.59,56.72
02-Nov-24 12:00:00,RUN,94.09,359.99,40.04,96.31,265.82,39.24,6851.33,6871.51,59.49,50.10,57.30,56.45
02-Nov-24 13:00:00,RUN,93.38,389.13,41.72,98.44,261.57,39.24,6802.99,6819.24,60.05,50.96,59.70,55.64
02-Nov-24 14:00:00,RUN,88.80,383.10,38.64,90.65,266.37,39.24,6832.71,6858.13,60.57,50.31,59.64,57.63
02-Nov-24 15:00:00,RUN,94.45,361.23,41.45,98.91,268.69,39.24,7132.85,7150.42,60.63,50.26,58.73,57.04
02-Nov-24 16:00:00,RUN,118.03,365.45,41.95,99.50,269.63,39.24,7037.16,7057.45,60.21,50.30,59.40,57.19
02-Nov-24 17:00:00,RUN,116.94,383.85,42.06,99.30,265.50,39.24,7104.75,7134.85,59.58,49.97,57.96,56.84
02-Nov-24 18:00:00,RUN,89.38,364.59,38.80,91.41,271.32,39.24,6940.47,6965.34,59.28,51.29,59.12,56.18
02-Nov-24 19:00:00,RUN,90.35,382.42,41.03,96.64,265.87,39.24,7088.38,7115.87,59.13,51.63,59.52,53.65
02-Nov-24 20:00:00,RUN,126.31,486.41,42.06,99.31,272.08,39.24,7571.54,7602.49,59.91,52.56,59.59,55.77
02-Nov-24 21:00:00,RUN,108.92,464.46,41.94,99.54,272.63,39.24,7161.29,7188.64,60.23,50.80,58.37,57.17
02-Nov-24 22:00:00,RUN,114.07,473.71,42.04,99.35,269.69,39.24,7452.66,7486.24,60.13,51.28,58.04,56.63
02-Nov-24 23:00:00,RUN,110.31,482.45,41.95,99.53,272.72,39.24,7384.71,7407.37,59.96,50.67,57.55,57.07
03-Nov-24 00:00:00,RUN,107.01,465.05,42.04,99.37,268.67,38.44,7196.85,7216.94,60.74,52.25,59.57,57.51
03-Nov-24 01:00:00,RUN,107.88,464.92,42.02,99.40,269.11,38.44,6993.14,7019.10,60.48,51.39,58.07,57.23
03-Nov-24 02:00:00,RUN,94.45,344.86,42.07,99.34,249.03,38.44,5241.31,5269.06,60.76,51.38,58.31,57.39
03-Nov-24 03:00:00,RUN,88.65,343.20,38.08,90.65,246.63,38.44,5152.10,5176.30,58.90,51.81,58.84,56.31
03-Nov-24 04:00:00,RUN,81.75,403.40,35.70,84.57,258.20,38.44,6715.32,6732.29,59.22,51.41,58.62,56.20
03-Nov-24 05:00:00,RUN,92.18,393.61,40.61,95.98,267.15,38.44,7463.88,7478.94,60.80,52.61,60.03,57.54
03-Nov-24 06:00:00,RUN,91.40,389.95,40.22,94.98,266.06,38.44,6584.42,6613.94,61.37,53.57,60.74,57.51
03-Nov-24 07:00:00,RUN,83.04,391.96,34.47,81.48,267.89,38.44,7022.11,7050.90,61.16,51.50,59.65,57.76
03-Nov-24 08:00:00,RUN,89.20,389.65,40.63,95.71,263.37,38.44,7044.36,7067.27,60.78,52.63,60.28,57.29
03-Nov-24 09:00:00,RUN,74.73,247.18,27.62,65.76,233.58,38.44,4388.18,4417.02,59.42,50.67,58.96,55.37
03-Nov-24 10:00:00,RUN,82.66,277.82,33.06,78.91,234.12,38.44,4317.61,4347.04,59.14,50.82,58.22,56.82
03-Nov-24 11:00:00,RUN,120.88,343.51,41.99,99.59,237.66,38.44,4807.29,4829.96,59.73,51.16,59.23,57.06
03-Nov-24 12:00:00,RUN,89.02,295.10,38.97,92.14,245.32,38.44,5167.87,5192.31,61.10,52.77,60.19,56.49
03-Nov-24 13:00:00,RUN,93.37,351.70,41.97,99.35,261.12,38.44,6227.66,6251.94,60.66,52.47,59.59,57.63
03-Nov-24 14:00:00,RUN,100.51,345.59,41.82,99.19,259.83,38.44,6314.14,6335.68,61.23,51.79,59.60,57.82
03-Nov-24 15:00:00,RUN,90.18,398.08,38.92,91.64,261.08,38.44,6498.44,6517.98,60.82,53.84,60.22,57.71
03-Nov-24 16:00:00,RUN,89.85,405.48,38.94,92.32,269.74,38.44,6958.62,6988.07,61.00,52.31,60.18,57.62
03-Nov-24 17:00:00,RUN,88.17,384.57,37.96,90.24,268.43,38.44,7053.35,7086.07,61.01,51.38,59.04,57.49
03-Nov-24 18:00:00,RUN,94.91,386.48,41.99,99.45,266.94,38.44,7036.66,7066.76,60.24,53.55,60.53,57.35
03-Nov-24 19:00:00,RUN,86.67,360.02,36.50,86.58,263.51,38.44,6544.52,6574.67,60.85,52.53,60.60,57.12
03-Nov-24 20:00:00,RUN,92.99,367.85,41.94,99.47,269.34,38.44,6697.15,6729.79,60.64,52.13,60.20,57.39
03-Nov-24 21:00:00,RUN,92.35,370.84,41.76,98.89,267.31,38.44,6973.93,7000.20,60.16,51.36,60.11,56.89
03-Nov-24 22:00:00,RUN,91.08,355.33,41.00,97.48,268.92,38.44,6898.36,6925.17,59.05,52.77,59.50,56.82
03-Nov-24 23:00:00,RUN,91.74,365.83,41.30,97.59,259.17,38.44,6851.00,6874.21,60.49,50.35,59.78,57.23
04-Nov-24 00:00:00,RUN,85.09,376.78,35.16,83.53,271.95,37.02,6850.95,6881.15,60.14,49.86,58.86,56.91
04-Nov-24 01:00:00,RUN,89.23,362.10,38.85,91.92,265.11,37.02,6755.39,6775.24,59.86,50.79,57.93,56.94
04-Nov-24 02:00:00,RUN,88.17,360.63,37.93,88.83,257.41,37.02,6515.56,6535.15,60.29,50.69,58.64,56.23
04-Nov-24 03:00:00,RUN,91.25,357.67,40.52,95.03,267.07,37.02,7024.09,7043.31,59.75,51.03,58.66,57.12
04-Nov-24 04:00:00,RUN,89.72,359.41,40.91,96.88,260.61,37.02,6588.84,6614.36,60.89,51.39,60.03,57.11
04-Nov-24 05:00:00,RUN,86.66,374.07,37.63,89.16,264.67,37.02,6889.75,6919.92,60.50,50.86,59.72,56.36
04-Nov-24 06:00:00,RUN,86.19,347.23,36.76,89.56,269.65,37.02,6443.05,6468.58,60.50,51.01,60.00,56.23
04-Nov-24 07:00:00,RUN,79.40,349.58,33.12,76.39,253.39,37.02,6172.75,6191.73,59.57,49.32,58.16,55.99
04-Nov-24 08:00:00,RUN,60.61,271.66,16.25,38.44,238.29,37.02,5230.79,5255.00,58.64,50.78,57.76,55.39
04-Nov-24 09:00:00,RUN,76.35,305.37,26.94,63.71,240.91,37.02,4726.03,4755.50,57.74,48.72,57.14,53.68
04-Nov-24 10:00:00,RUN,73.07,288.29,24.88,60.56,234.09,37.02,4494.75,4520.34,58.15,49.50,57.19,55.02
04-Nov-24 11:00:00,RUN,75.64,262.81,26.11,62.40,227.37,37.02,3759.51,3785.61,57.24,48.79,56.69,52.16
04-Nov-24 12:00:00,RUN,79.33,364.51,32.41,77.59,249.04,37.02,5897.29,5920.35,58.21,48.98,57.78,54.38
04-Nov-24 13:00:00,RUN,93.34,389.83,41.15,97.59,284.03,37.02,7457.43,7485.01,59.77,52.28,60.04,53.66
04-Nov-24 14:00:00,RUN,84.26,333.91,34.42,82.97,265.85,37.02,6690.67,6723.94,60.68,52.31,58.45,56.43
04-Nov-24 15:00:00,RUN,95.20,356.01,42.02,99.39,266.17,37.02,6539.10,6569.86,61.60,53.17,61.83,55.55
04-Nov-24 16:00:00,RUN,128.09,367.84,41.98,99.46,261.46,37.02,6854.73,6881.56,61.65,54.55,60.67,58.30
04-Nov-24 17:00:00,RUN,137.43,369.61,41.97,99.52,257.85,37.02,6119.57,6151.64,61.58,54.66,61.72,56.04
04-Nov-24 18:00:00,RUN,116.42,380.83,42.01,99.41,259.36,37.02,6545.81,6569.37,61.14,54.08,61.08,56.91
04-Nov-24 19:00:00,RUN,94.79,345.26,42.06,99.31,262.63,37.02,6310.86,6338.81,61.35,52.35,60.22,57.45
04-Nov-24 20:00:00,RUN,110.56,345.48,41.96,99.50,261.16,37.02,6258.66,6283.07,61.15,51.92,59.40,57.91
04-Nov-24 21:00:00,RUN,119.02,348.35,42.01,99.39,262.12,37.02,6227.56,6259.47,60.51,53.87,60.34,57.10
04-Nov-24 22:00:00,RUN,108.41,327.43,42.03,99.36,252.89,37.02,5899.21,5927.55,60.53,53.57,60.21,56.89
04-Nov-24 23:00:00,RUN,115.16,347.60,41.98,99.47,255.77,37.02,6132.33,6155.13,59.87,52.54,58.46,56.95
05-Nov-24 00:00:00,RUN,94.55,331.92,42.05,99.35,259.08,40.28,6204.37,6231.35,59.90,52.85,59.73,55.02
05-Nov-24 01:00:00,RUN,93.32,342.92,42.00,99.46,261.11,40.28,6372.62,6392.43,59.94,52.41,60.70,53.01
05-Nov-24 02:00:00,RUN,98.86,353.85,42.01,99.41,259.19,40.28,6379.34,6400.02,59.95,52.64,59.84,55.25
05-Nov-24 03:00:00,RUN,117.58,355.54,41.98,99.44,260.65,40.28,6369.41,6396.26,60.06,52.55,60.43,54.44
05-Nov-24 04:00:00,RUN,90.31,331.58,39.37,93.41,258.93,40.28,5984.62,6015.95,60.04,52.10,60.35,53.94
05-Nov-24 05:00:00,RUN,67.77,253.05,20.57,48.86,236.20,40.28,4190.52,4219.27,59.99,51.56,58.79,56.33
05-Nov-24 06:00:00,RUN,71.35,234.94,23.91,56.50,225.26,40.28,3474.15,3501.64,59.75,52.19,57.90,57.04
05-Nov-24 07:00:00,RUN,81.01,240.54,31.63,75.03,226.21,40.28,3395.61,3426.37,59.71,51.43,59.46,55.24
05-Nov-24 08:00:00,RUN,98.39,324.85,42.02,99.28,247.46,40.28,4994.00,5024.11,58.45,51.50,58.72,52.98
05-Nov-24 09:00:00,RUN,142.41,419.99,42.02,99.41,251.45,40.28,5580.64,5598.84,57.83,51.80,57.40,55.04
05-Nov-24 10:00:00,RUN,130.62,473.52,42.04,99.35,259.01,40.28,6405.01,6434.22,59.93,53.61,59.50,56.48
05-Nov-24 11:00:00,RUN,137.98,436.65,41.98,99.44,263.88,40.28,6522.59,6547.17,61.01,52.83,61.01,54.78
05-Nov-24 12:00:00,RUN,125.47,469.14,42.03,99.36,267.95,40.28,6876.65,6908.70,60.51,52.10,60.28,56.47
05-Nov-24 13:00:00,RUN,127.95,464.77,42.05,99.33,258.99,40.28,6464.24,6488.89,61.11,52.91,61.55,55.46
05-Nov-24 14:00:00,RUN,123.94,417.50,42.01,99.74,253.47,40.28,6086.37,6107.67,61.11,53.84,61.44,55.85
05-Nov-24 15:00:00,RUN,100.03,387.64,41.99,99.51,253.82,40.28,5823.14,5850.63,61.30,54.32,61.65,56.71
05-Nov-24 16:00:00,RUN,103.12,403.15,42.05,99.37,260.28,40.28,6467.39,6485.82,61.36,54.61,61.91,57.65
05-Nov-24 17:00:00,RUN,117.25,458.39,42.04,99.32,268.98,40.28,7503.81,7527.37,60.40,52.18,60.45,54.31
05-Nov-24 18:00:00,RUN,112.04,454.25,41.95,99.50,260.45,40.28,6547.60,6570.51,59.98,52.18,59.35,56.47
05-Nov-24 19:00:00,RUN,123.44,452.45,41.97,99.46,262.00,40.28,6710.74,6742.16,60.21,51.89,59.47,56.65
05-Nov-24 20:00:00,RUN,109.85,431.76,41.93,99.55,262.90,40.28,6779.90,6802.02,60.28,51.58,59.55,56.06
05-Nov-24 21:00:00,RUN,118.56,460.06,41.97,99.50,258.78,40.28,6523.25,6545.77,60.22,51.89,60.36,54.09
05-Nov-24 22:00:00,RUN,133.40,471.97,42.06,99.62,257.20,40.28,6594.28,6615.55,60.03,51.73,58.83,56.64
05-Nov-24 23:00:00,RUN,110.70,430.21,41.92,99.67,259.26,40.28,6484.04,6505.36,60.20,52.08,59.91,57.00
06-Nov-24 00:00:00,RUN,137.71,449.43,42.04,99.47,258.46,41.79,6394.85,6414.23,60.34,52.05,59.83,57.11
06-Nov-24 01:00:00,RUN,105.37,411.95,42.00,99.41,263.30,41.79,6378.08,6410.94,60.55,52.95,60.07,57.08
06-Nov-24 02:00:00,RUN,140.52,433.80,42.03,99.61,256.60,41.79,5994.00,6020.01,60.44,52.36,59.67,57.11
06-Nov-24 03:00:00,RUN,134.13,430.31,41.95,99.52,256.92,41.79,6091.71,6110.88,60.68,53.28,60.15,57.71
06-Nov-24 04:00:00,RUN,127.90,446.02,42.05,99.49,268.55,41.79,6431.55,6462.88,61.03,52.75,59.98,57.58
06-Nov-24 05:00:00,RUN,98.93,416.51,41.99,99.43,263.04,41.79,6666.71,6694.33,60.84,53.60,60.54,57.56
06-Nov-24 06:00:00,RUN,104.90,441.51,42.05,99.33,264.37,41.79,6505.88,6529.44,60.77,51.68,58.95,57.66
06-Nov-24 07:00:00,RUN,106.07,430.86,41.97,99.50,263.48,41.79,6694.54,6722.68,60.66,52.68,59.99,57.29
06-Nov-24 08:00:00,RUN,98.82,447.27,42.07,99.29,259.98,41.79,6525.35,6546.95,60.10,52.44,58.42,56.39
06-Nov-24 09:00:00,RUN,89.90,298.88,40.70,96.35,239.62,41.79,4548.68,4574.21,58.60,50.65,57.23,55.40
06-Nov-24 10:00:00,RUN,137.13,511.09,41.97,99.47,269.25,41.79,6972.41,6997.54,61.00,52.73,59.92,58.06
06-Nov-24 11:00:00,RUN,105.32,520.43,42.04,99.39,260.16,41.79,6695.61,6717.01,61.20,53.25,61.36,55.11
06-Nov-24 12:00:00,RUN,123.38,511.88,41.98,99.48,265.57,41.79,6720.57,6744.59,61.66,53.56,61.76,56.52
06-Nov-24 13:00:00,RUN,114.19,541.21,42.02,99.40,260.42,41.79,6781.36,6805.18,61.66,53.54,61.10,58.00
06-Nov-24 14:00:00,RUN,103.20,520.75,42.04,99.34,264.42,41.79,6999.59,7020.80,61.28,53.27,60.76,58.29
06-Nov-24 15:00:00,RUN,111.31,547.63,42.07,99.28,264.40,41.79,6956.19,6976.77,60.74,53.33,58.66,57.54
06-Nov-24 16:00:00,RUN,108.59,511.42,42.05,99.30,266.93,41.79,7126.73,7152.20,60.59,52.78,60.20,56.64
06-Nov-24 17:00:00,RUN,100.28,512.47,42.01,99.43,258.05,41.79,6703.88,6724.63,60.54,52.82,59.01,57.63
06-Nov-24 18:00:00,RUN,112.11,505.65,41.94,99.50,265.86,41.79,6963.68,6982.01,60.70,53.17,58.77,57.38
06-Nov-24 19:00:00,RUN,103.07,496.58,41.95,99.51,268.60,41.79,7049.77,7076.60,60.35,53.20,58.35,56.59
