Datetime,Mud Pump B,MUD PUMP B SLEECTED PRESSURE,MUD PUMP B SPEED,MUD PUMP B SPEED,Mud Pump B Current,MUD PUMP B SPEED,MUD PUMP B CYLINDER 1,MUD PUMP B CYLINDER 3,Mud Pump B Cylinder #1 Temperature,Mud Pump B Cylinder #2 Temperature,Mud Pump B Cylinder #3 Temperature,Mud Pump B Cylinder #4 Temperature
10-Nov-24 12:00:00,RUN,2330.88,21.16,49.99,24.43,21.16,2365.36,2328.10,48.53,39.71,50.58,41.43
10-Nov-24 13:00:00,RUN,2135.88,20.76,48.76,23.47,20.76,2119.77,2122.93,48.78,39.86,50.71,41.84
10-Nov-24 14:00:00,RUN,2871.30,23.02,54.18,24.49,23.02,2951.88,2910.03,48.98,39.58,51.22,42.05
10-Nov-24 15:00:00,RUN,2834.52,23.64,55.70,24.59,23.64,2880.57,2842.72,49.29,41.21,51.19,42.47
10-Nov-24 16:00:00,RUN,3799.64,28.61,67.93,22.73,28.61,3873.50,3817.46,48.58,43.59,50.05,35.13
10-Nov-24 17:00:00,RUN,4648.64,39.60,93.99,27.80,39.60,4757.48,4707.94,47.08,42.41,49.53,39.64
10-Nov-24 18:00:00,RUN,5696.32,36.15,85.50,25.47,36.15,5823.23,5764.57,47.94,44.51,48.87,40.53
10-Nov-24 19:00:00,RUN,5605.68,35.95,84.53,27.10,35.95,5727.00,5669.46,47.80,44.31,49.07,40.13
10-Nov-24 20:00:00,RUN,5917.19,41.91,98.69,28.22,41.91,6041.53,5989.97,50.27,47.48,48.32,37.39
10-Nov-24 21:00:00,RUN,6532.49,41.88,99.22,29.70,41.88,6651.24,6608.35,47.04,43.00,48.27,41.47
10-Nov-24 22:00:00,RUN,6104.76,41.98,99.13,27.75,41.98,6214.68,6168.55,47.06,43.25,48.26,40.81
10-Nov-24 23:00:00,RUN,5907.26,37.10,88.26,28.94,37.10,6031.06,5979.67,48.18,44.73,48.31,40.38
11-Nov-24 00:00:00,RUN,5790.07,35.90,84.55,29.78,35.90,5914.16,5866.30,47.72,43.83,47.82,41.51
11-Nov-24 01:00:00,RUN,6799.68,36.11,85.15,33.61,36.11,6921.77,6876.77,48.77,46.07,47.96,40.56
11-Nov-24 02:00:00,RUN,6700.95,39.65,94.30,31.59,39.65,6843.77,6787.34,48.15,44.72,47.82,41.40
11-Nov-24 03:00:00,RUN,6644.76,41.86,99.23,31.53,41.86,6772.89,6725.37,49.73,44.38,45.70,37.29
11-Nov-24 04:00:00,RUN,6420.00,41.99,99.12,32.78,41.99,6546.86,6496.68,49.19,46.64,48.15,37.60
11-Nov-24 05:00:00,RUN,6240.04,41.97,99.14,30.75,41.97,6378.02,6321.23,50.02,46.34,46.61,34.63
11-Nov-24 06:00:00,RUN,6000.81,42.14,98.99,28.69,42.14,6127.64,6074.84,49.31,45.36,44.90,34.64
11-Nov-24 07:00:00,RUN,5876.23,41.44,97.92,29.08,41.44,5992.06,5934.70,49.37,44.51,45.45,36.63
11-Nov-24 08:00:00,RUN,5011.81,37.08,87.69,25.42,37.08,5115.85,5057.19,48.67,44.67,45.80,35.57
11-Nov-24 09:00:00,RUN,5629.35,40.31,95.39,28.23,40.31,5758.66,5700.62,46.22,43.79,45.96,37.23
11-Nov-24 10:00:00,RUN,5763.10,42.02,99.09,26.87,42.02,5891.59,5823.04,48.18,41.57,47.13,39.29
11-Nov-24 11:00:00,RUN,5743.68,34.24,81.21,26.04,34.24,5852.70,5802.74,48.45,41.64,47.01,38.39
11-Nov-24 12:00:00,RUN,6239.79,37.13,87.27,27.08,37.13,6374.70,6320.88,47.93,41.35,47.03,39.57
11-Nov-24 13:00:00,RUN,5637.10,32.43,76.97,25.65,32.43,5700.51,5648.71,49.27,43.67,47.48,39.87
11-Nov-24 14:00:00,RUN,5443.74,36.48,85.78,27.72,36.48,5550.39,5495.75,48.73,45.36,47.91,40.54
11-Nov-24 15:00:00,RUN,5507.75,36.19,85.00,30.86,36.19,5599.40,5553.09,49.69,43.77,47.73,40.61
11-Nov-24 16:00:00,RUN,6568.36,41.93,98.94,29.44,41.93,6720.81,6655.63,48.27,45.68,47.76,39.27
11-Nov-24 17:00:00,RUN,6889.83,41.86,99.23,32.13,41.86,7039.56,6973.72,46.92,42.79,48.31,40.19
11-Nov-24 18:00:00,RUN,6662.56,42.10,98.98,34.16,42.10,6801.47,6743.62,50.46,46.40,47.54,37.48
11-Nov-24 19:00:00,RUN,6301.29,42.16,98.99,31.62,42.16,6429.70,6367.71,47.56,43.39,48.37,41.64
11-Nov-24 20:00:00,RUN,5838.70,42.00,98.99,28.22,42.00,5963.66,5905.58,48.87,46.30,49.11,40.83
11-Nov-24 21:00:00,RUN,6395.27,40.88,96.42,29.42,40.88,6544.86,6489.47,50.03,43.34,47.23,41.36
11-Nov-24 22:00:00,RUN,6357.05,41.28,97.83,29.91,41.28,6509.38,6449.67,50.15,43.63,47.11,40.13
11-Nov-24 23:00:00,RUN,6780.30,39.30,92.59,33.25,39.30,6927.05,6872.56,50.13,46.55,49.47,39.20
12-Nov-24 00:00:00,RUN,6321.31,40.87,97.25,26.89,40.87,6460.42,6407.01,50.53,47.23,48.75,37.65
12-Nov-24 01:00:00,RUN,5973.54,37.33,88.15,29.23,37.33,6102.67,6041.27,48.47,45.67,48.55,38.67
12-Nov-24 02:00:00,RUN,5624.21,37.78,88.48,27.95,37.78,5745.49,5689.52,49.98,46.05,45.90,34.95
12-Nov-24 03:00:00,RUN,5979.77,37.24,87.54,30.74,37.24,6109.63,6047.64,49.06,46.41,48.13,37.30
12-Nov-24 04:00:00,RUN,5701.76,39.44,93.17,27.08,39.44,5822.47,5764.74,48.54,45.36,48.01,40.33
12-Nov-24 05:00:00,RUN,5876.98,36.50,86.12,27.91,36.50,5990.52,5939.39,49.18,46.12,47.83,35.57
12-Nov-24 06:00:00,RUN,5835.72,40.55,95.67,27.95,40.55,5955.21,5897.15,49.01,46.07,47.50,35.08
12-Nov-24 07:00:00,RUN,5796.22,37.79,89.41,26.69,37.79,5921.66,5861.04,49.96,46.43,45.57,34.85
12-Nov-24 08:00:00,RUN,5847.17,33.98,79.75,27.92,33.98,5983.58,5926.22,49.01,45.67,46.80,34.08
12-Nov-24 09:00:00,RUN,3608.43,31.35,73.42,20.91,31.35,3679.39,3631.87,48.52,43.78,45.34,34.27
12-Nov-24 10:00:00,RUN,4783.56,32.97,77.12,27.35,32.97,4860.34,4811.30,48.81,43.28,45.61,38.18
12-Nov-24 11:00:00,RUN,3716.32,38.17,90.03,23.71,38.17,3788.98,3738.35,47.91,44.19,45.03,34.42
12-Nov-24 12:00:00,RUN,2784.66,33.31,79.47,21.76,33.31,2827.31,2803.15,47.49,42.57,46.00,35.31
12-Nov-24 13:00:00,RUN,3549.10,27.35,64.47,20.15,27.35,3609.69,3563.39,47.64,44.19,47.01,39.16
12-Nov-24 14:00:00,RUN,3770.84,29.53,70.14,20.82,29.53,3839.05,3788.12,49.20,44.60,46.79,39.18
12-Nov-24 15:00:00,RUN,4270.86,38.95,91.81,26.10,38.95,4347.48,4303.81,49.71,45.14,48.18,38.67
12-Nov-24 16:00:00,RUN,4351.56,23.42,55.93,26.90,23.42,4415.27,4365.73,48.47,43.99,46.58,36.09
12-Nov-24 17:00:00,RUN,3333.14,33.64,79.10,18.74,33.64,3381.46,3337.79,49.45,44.80,47.62,37.38
12-Nov-24 18:00:00,RUN,2711.20,33.63,79.27,19.15,33.63,2706.81,2696.38,48.98,44.39,47.09,37.37
12-Nov-24 19:00:00,RUN,4094.54,33.58,79.31,23.25,33.58,4150.50,4104.34,47.98,42.50,46.34,38.39
12-Nov-24 20:00:00,RUN,3600.79,32.61,76.47,23.15,32.61,3665.18,3620.36,48.25,41.62,45.50,38.56
12-Nov-24 21:00:00,RUN,4229.46,32.65,76.55,22.22,32.65,4298.81,4249.31,48.75,42.71,46.58,38.80
12-Nov-24 22:00:00,RUN,6179.14,42.19,98.90,30.10,42.19,6320.00,6255.57,48.85,42.00,47.87,39.46
12-Nov-24 23:00:00,RUN,6111.02,41.24,97.05,27.67,41.24,6235.03,6182.64,49.31,43.40,45.50,37.95
13-Nov-24 00:00:00,RUN,6142.76,42.03,99.07,31.58,42.03,6261.57,6213.83,48.88,44.91,44.86,37.45
13-Nov-24 01:00:00,RUN,7026.27,42.06,99.06,32.36,42.06,7153.56,7100.61,50.06,44.78,45.49,35.23
13-Nov-24 02:00:00,RUN,6919.71,41.98,99.10,29.59,41.98,7057.39,6994.69,50.08,46.57,48.58,35.52
13-Nov-24 03:00:00,RUN,6524.99,41.95,99.14,33.57,41.95,6649.72,6595.68,50.79,47.38,49.04,37.18
13-Nov-24 04:00:00,RUN,6694.92,37.44,88.59,34.09,37.44,6818.00,6770.40,49.78,44.65,48.39,37.82
13-Nov-24 05:00:00,RUN,6765.68,38.14,89.98,34.05,38.14,6903.44,6840.09,49.24,41.41,47.46,39.66
13-Nov-24 06:00:00,RUN,6860.52,37.22,88.05,28.37,37.22,7010.88,6954.17,48.67,41.54,46.86,39.63
13-Nov-24 07:00:00,RUN,6504.42,35.90,84.52,28.38,35.90,6633.30,6580.50,48.59,42.83,44.97,38.26
13-Nov-24 08:00:00,RUN,4658.89,23.36,55.39,28.02,23.36,4710.55,4666.88,45.88,39.53,46.52,36.48
13-Nov-24 09:00:00,RUN,4436.51,32.82,77.25,25.52,32.82,4510.44,4464.81,47.71,42.39,46.18,38.53
13-Nov-24 10:00:00,RUN,5141.40,30.13,70.75,28.26,30.13,5259.96,5194.82,47.03,41.99,44.30,37.79
13-Nov-24 11:00:00,RUN,5200.53,39.23,92.39,26.38,39.23,5306.61,5259.10,46.23,40.61,44.64,35.93
13-Nov-24 12:00:00,RUN,5545.49,35.17,82.48,27.95,35.17,5655.15,5606.91,46.28,42.31,43.38,32.24
13-Nov-24 13:00:00,RUN,5977.16,35.01,82.47,25.84,35.01,6111.71,6050.11,43.58,38.54,44.87,35.45
13-Nov-24 14:00:00,RUN,6302.37,39.13,92.53,29.55,39.13,6425.83,6378.90,45.42,42.24,45.74,36.80
13-Nov-24 15:00:00,RUN,4550.28,34.23,80.68,27.04,34.23,4641.59,4590.68,43.21,37.33,45.81,37.13
13-Nov-24 16:00:00,RUN,3903.68,7.00,100.00,24.96,7.00,3917.93,3867.08,46.39,36.74,47.94,36.50
13-Nov-24 17:00:00,STOP,2792.82,-0.04,-5.00,0.22,-0.04,-10.03,-12.64,53.49,48.60,52.40,40.13
13-Nov-24 18:00:00,STOP,3598.17,-0.04,-5.00,0.22,-0.04,-14.82,-16.78,41.41,38.69,40.97,34.69
13-Nov-24 19:00:00,STOP,3288.87,-0.04,-5.00,0.22,-0.04,-12.64,-11.34,34.14,31.86,34.40,28.78
13-Nov-24 20:00:00,STOP,3262.66,-0.04,-5.00,0.22,-0.04,-11.99,0.42,28.38,27.19,28.53,23.82
13-Nov-24 21:00:00,STOP,2700.90,-0.04,-5.00,0.22,-0.04,-12.66,-0.93,25.09,24.27,25.75,22.44
13-Nov-24 22:00:00,STOP,2361.76,-0.04,-5.00,0.22,-0.04,-13.92,8.93,22.61,22.23,23.47,20.86
13-Nov-24 23:00:00,STOP,2505.30,-0.04,-5.00,0.23,-0.04,-12.54,9.02,20.87,20.44,21.43,19.83
14-Nov-24 00:00:00,STOP,2937.75,-0.04,-5.00,0.22,-0.04,-13.29,15.39,19.61,19.37,20.01,18.68
14-Nov-24 01:00:00,STOP,3596.81,-0.04,-5.00,0.22,-0.04,-11.99,19.93,18.75,18.42,19.42,18.15
14-Nov-24 02:00:00,STOP,3135.20,-0.04,-5.00,0.22,-0.04,-11.89,19.40,17.67,17.37,18.02,17.07
14-Nov-24 03:00:00,STOP,3584.81,-0.04,-5.00,0.23,-0.04,-11.72,22.80,17.06,16.73,17.65,16.68
14-Nov-24 04:00:00,STOP,4008.56,-0.04,-5.00,0.23,-0.04,-11.99,31.08,16.91,16.50,17.40,16.61
14-Nov-24 05:00:00,STOP,4197.69,-0.04,-5.00,0.22,-0.04,-11.90,31.03,16.48,16.00,17.10,16.44
14-Nov-24 06:00:00,STOP,4747.86,-0.04,-5.00,0.22,-0.04,-10.69,31.03,16.11,15.65,16.91,15.93
14-Nov-24 07:00:00,STOP,4712.44,-0.04,-5.00,0.22,-0.04,-13.29,31.03,15.76,15.39,16.52,15.64
14-Nov-24 08:00:00,STOP,3872.02,-0.05,-5.00,0.22,-0.05,-11.99,32.33,15.47,15.07,16.29,15.43
14-Nov-24 09:00:00,STOP,3039.10,-0.04,-5.00,0.22,-0.04,-9.01,33.09,15.22,14.87,16.16,15.08
14-Nov-24 10:00:00,STOP,3336.37,-0.04,-5.00,0.22,-0.04,-9.30,36.25,15.22,14.81,16.27,15.02
14-Nov-24 11:00:00,STOP,5535.13,-0.04,-5.00,0.22,-0.04,-7.46,42.04,15.32,14.88,16.37,15.29
14-Nov-24 12:00:00,RUN,6835.45,38.82,91.54,33.69,38.82,6925.71,6861.79,48.91,41.36,46.39,40.56
14-Nov-24 13:00:00,RUN,6705.94,35.84,84.44,32.42,35.84,6819.39,6762.87,50.28,44.31,48.83,40.73
14-Nov-24 14:00:00,RUN,6995.36,38.08,89.75,32.40,38.08,7105.70,7053.42,51.53,43.95,49.80,43.22
14-Nov-24 15:00:00,RUN,6566.32,35.55,83.44,30.06,35.55,6686.48,6636.30,51.70,44.98,50.12,43.33
14-Nov-24 16:00:00,RUN,6007.54,35.54,83.91,27.44,35.54,6123.08,6068.97,51.55,44.14,49.07,43.10
14-Nov-24 17:00:00,RUN,5537.87,32.26,75.86,24.86,32.26,5656.36,5600.96,51.22,45.50,49.71,42.18
14-Nov-24 18:00:00,RUN,7063.71,36.78,86.20,34.09,36.78,7214.90,7158.19,47.80,42.57,49.57,42.08
14-Nov-24 19:00:00,RUN,7135.92,33.54,79.61,35.01,33.54,7274.35,7214.47,51.14,45.33,49.40,42.99
14-Nov-24 20:00:00,RUN,6664.26,38.21,89.96,30.24,38.21,6780.21,6722.09,51.05,47.52,50.09,41.11
14-Nov-24 21:00:00,RUN,6791.85,35.49,83.59,28.38,35.49,6906.67,6852.59,51.00,45.63,49.75,42.18
14-Nov-24 22:00:00,RUN,7062.77,41.94,99.14,30.47,41.94,7215.59,7147.43,51.27,44.17,49.92,43.41
14-Nov-24 23:00:00,RUN,7202.61,41.78,99.26,31.83,41.78,7323.46,7277.62,51.66,48.75,50.46,41.52
15-Nov-24 00:00:00,RUN,7119.12,41.81,99.25,34.13,41.81,7261.55,7196.95,51.05,48.05,50.38,40.56
15-Nov-24 01:00:00,RUN,6798.96,42.00,99.09,29.68,42.00,6936.87,6886.16,50.79,48.09,50.69,43.79
15-Nov-24 02:00:00,RUN,5268.13,36.13,85.87,25.70,36.13,5349.57,5305.24,52.64,47.06,49.15,40.73
15-Nov-24 03:00:00,RUN,4820.73,37.59,88.44,24.16,37.59,4915.35,4878.93,51.74,46.93,48.05,38.61
15-Nov-24 04:00:00,RUN,3506.18,31.93,75.25,23.21,31.93,3559.58,3514.00,50.31,45.97,49.53,39.69
15-Nov-24 05:00:00,RUN,2521.58,29.78,70.06,18.42,29.78,2507.81,2486.90,49.45,44.68,48.82,40.20
15-Nov-24 06:00:00,RUN,2112.44,26.70,62.94,20.46,26.70,2286.47,2220.54,47.38,40.52,47.95,41.87
15-Nov-24 07:00:00,RUN,2521.89,38.46,90.11,20.19,38.46,2613.50,2578.40,49.22,43.01,49.03,41.67
15-Nov-24 08:00:00,RUN,2584.27,27.85,65.62,19.71,27.85,2530.16,2474.76,47.07,39.31,48.37,42.71
15-Nov-24 09:00:00,RUN,1806.74,36.34,85.80,17.13,36.34,1805.32,1789.68,47.86,41.50,48.70,42.01
15-Nov-24 10:00:00,RUN,5219.67,41.53,97.68,30.04,41.53,5299.81,5262.00,49.22,46.32,49.17,43.51
15-Nov-24 11:00:00,RUN,4965.68,15.33,47.97,26.97,15.33,5047.61,4992.45,46.68,40.57,48.88,41.50
15-Nov-24 12:00:00,STOP,5333.67,-0.04,-5.00,0.26,-0.04,15.39,1.09,57.66,54.29,54.54,48.51
15-Nov-24 13:00:00,STOP,5391.62,-0.04,-5.00,0.26,-0.04,-11.99,14.11,48.79,46.13,45.19,41.20
15-Nov-24 14:00:00,STOP,5502.79,-0.04,-5.00,0.26,-0.04,-11.99,-16.55,42.07,40.64,40.00,36.31
15-Nov-24 15:00:00,STOP,6176.30,-0.04,-5.00,0.26,-0.04,-10.69,-24.37,36.93,35.79,35.95,33.45
15-Nov-24 16:00:00,RUN,6623.49,38.01,89.46,30.60,38.01,6748.84,6685.61,50.16,44.59,49.22,42.45
15-Nov-24 17:00:00,RUN,6368.31,38.23,89.88,28.54,38.23,6508.31,6443.78,50.36,44.75,48.76,42.45
15-Nov-24 18:00:00,RUN,6240.09,28.74,67.81,30.71,28.74,6358.39,6304.29,51.70,47.66,49.55,44.53
15-Nov-24 19:00:00,RUN,6578.59,33.92,79.88,28.19,33.92,6690.17,6636.72,51.68,45.68,49.55,43.09
15-Nov-24 20:00:00,RUN,6633.11,42.00,98.79,29.13,42.00,6786.38,6724.81,51.08,45.38,49.81,43.07
15-Nov-24 21:00:00,RUN,6438.56,42.21,98.93,28.22,42.21,6553.81,6506.81,51.37,46.48,50.79,43.99
15-Nov-24 22:00:00,RUN,6486.88,42.03,99.08,33.34,42.03,6636.68,6574.49,51.32,47.34,49.92,44.27
15-Nov-24 23:00:00,RUN,6811.92,41.92,99.16,29.92,41.92,6925.29,6916.10,51.51,49.19,49.31,44.19
16-Nov-24 00:00:00,RUN,5999.43,37.51,88.62,29.06,37.51,6125.88,6046.68,51.67,46.76,49.13,43.87
16-Nov-24 01:00:00,RUN,6296.64,38.44,90.41,27.00,38.44,6425.40,6372.90,51.49,45.46,49.65,43.61
16-Nov-24 02:00:00,RUN,6647.07,40.76,96.27,33.53,40.76,6784.84,6747.49,51.66,45.45,48.21,42.56
16-Nov-24 03:00:00,RUN,6108.93,37.97,89.63,26.58,37.97,6214.33,6145.72,51.72,46.75,48.89,43.88
16-Nov-24 04:00:00,RUN,6833.28,37.96,89.09,33.11,37.96,6962.06,6905.45,51.99,45.74,50.55,44.00
16-Nov-24 05:00:00,RUN,6986.23,40.85,96.03,32.64,40.85,7086.57,7026.98,51.30,45.86,48.86,43.13
16-Nov-24 06:00:00,RUN,6742.42,41.26,97.40,29.40,41.26,6849.22,6803.59,51.86,45.61,47.90,42.53
16-Nov-24 07:00:00,RUN,6654.47,42.06,99.04,30.54,42.06,6762.53,6689.52,52.10,45.78,48.36,43.34
16-Nov-24 08:00:00,RUN,5896.37,42.10,99.02,29.94,42.10,5995.32,5941.21,51.54,45.87,49.45,43.56
16-Nov-24 09:00:00,RUN,4192.25,41.91,98.59,24.51,41.91,4277.34,4225.65,50.25,42.39,47.84,42.54
16-Nov-24 10:00:00,RUN,6816.08,38.23,90.70,27.34,38.23,6953.43,6892.59,50.44,43.34,48.68,42.61
16-Nov-24 11:00:00,RUN,7025.47,42.21,98.93,31.29,42.21,7146.26,7133.42,50.34,43.40,49.10,42.72
16-Nov-24 12:00:00,RUN,7013.33,42.05,98.95,32.05,42.05,7126.05,7079.27,51.53,44.71,50.98,43.27
16-Nov-24 13:00:00,RUN,6824.75,41.99,99.10,30.53,41.99,6921.33,6859.15,52.08,44.82,50.08,43.80
16-Nov-24 14:00:00,RUN,6889.04,41.90,99.04,30.29,41.90,6986.34,6933.81,52.16,45.09,51.20,43.84
16-Nov-24 15:00:00,RUN,6929.36,41.58,98.03,31.81,41.58,7049.98,6988.06,51.76,44.75,51.04,43.56
16-Nov-24 16:00:00,RUN,4809.98,42.00,99.06,28.73,42.00,4883.16,4838.88,53.03,44.98,51.65,44.48
16-Nov-24 17:00:00,RUN,2458.66,41.84,98.58,19.21,41.84,2504.61,2490.50,53.07,45.57,50.76,43.24
16-Nov-24 18:00:00,RUN,3605.33,42.00,99.11,23.16,42.00,3660.33,3612.10,54.14,46.10,53.17,44.98
16-Nov-24 19:00:00,RUN,4324.69,29.45,70.59,25.73,29.45,4372.88,4337.64,53.69,48.05,52.38,44.35
16-Nov-24 20:00:00,RUN,6489.67,42.21,98.87,28.70,42.21,6608.35,6540.86,52.10,44.88,51.34,43.43
16-Nov-24 21:00:00,RUN,5432.82,41.95,99.14,27.66,41.95,5507.77,5450.99,52.17,46.11,50.25,42.95
16-Nov-24 22:00:00,RUN,3.50,42.12,99.00,29.25,42.12,5493.53,5447.10,53.04,45.47,51.41,43.58
16-Nov-24 23:00:00,RUN,3.47,41.98,99.33,27.80,41.98,5981.84,5927.89,51.94,44.98,50.58,42.82
17-Nov-24 00:00:00,RUN,3.32,41.33,100.00,35.16,41.33,6161.86,6112.95,51.53,45.12,50.07,38.92
17-Nov-24 01:00:00,RUN,3.77,42.05,99.05,30.56,42.05,6906.67,6838.25,51.40,44.52,50.85,42.94
17-Nov-24 02:00:00,RUN,3.33,41.98,99.11,30.08,41.98,7106.04,7051.96,50.99,44.31,49.45,41.85
17-Nov-24 03:00:00,RUN,3.61,41.92,99.16,30.84,41.92,7081.19,7013.53,50.70,45.49,49.38,42.13
17-Nov-24 04:00:00,RUN,3.33,41.95,99.13,29.01,41.95,6888.68,6829.54,50.98,45.53,49.81,43.00
17-Nov-24 05:00:00,RUN,3.19,42.00,99.10,33.12,42.00,7169.88,7110.53,50.74,44.77,49.33,41.73
17-Nov-24 06:00:00,RUN,3.27,42.03,99.07,30.27,42.03,6881.64,6819.72,50.47,46.27,49.11,41.70
17-Nov-24 07:00:00,RUN,3.14,42.20,98.94,31.45,42.20,7181.00,7122.99,50.85,45.76,48.25,41.67
17-Nov-24 08:00:00,RUN,3.41,41.98,99.11,25.18,41.98,5494.06,5443.86,50.33,48.30,49.13,42.74
17-Nov-24 09:00:00,RUN,3.09,41.85,98.82,32.53,41.85,7379.42,7306.55,49.50,47.81,48.77,41.86
17-Nov-24 10:00:00,RUN,3.19,41.94,98.97,25.06,41.94,5533.95,5488.34,50.76,48.35,49.81,42.36
17-Nov-24 11:00:00,RUN,3.00,41.93,99.15,32.59,41.93,7408.39,7343.53,50.77,48.40,50.28,42.77
17-Nov-24 12:00:00,RUN,3.04,42.04,99.07,30.74,42.04,6797.49,6731.00,51.00,48.54,49.26,42.60
17-Nov-24 13:00:00,RUN,2.86,41.89,99.19,33.52,41.89,6875.88,6827.56,50.78,48.84,49.14,43.13
17-Nov-24 14:00:00,RUN,2.84,41.81,99.25,32.86,41.81,7015.74,6952.41,51.55,46.14,47.78,42.72
17-Nov-24 15:00:00,RUN,2.81,41.83,99.23,29.58,41.83,7038.23,6967.83,51.19,48.40,48.60,43.45
17-Nov-24 16:00:00,RUN,2.74,42.19,98.95,32.85,42.19,6879.86,6834.23,51.63,46.35,48.91,42.17
17-Nov-24 17:00:00,RUN,2.86,41.91,99.17,32.34,41.91,6851.83,6804.24,51.48,48.76,49.82,43.62
17-Nov-24 18:00:00,RUN,2.84,42.03,99.08,31.34,42.03,7037.60,6982.19,50.64,48.48,49.62,42.34
17-Nov-24 19:00:00,RUN,3.00,42.05,99.04,30.58,42.05,7111.71,7050.57,50.31,48.04,48.43,42.77
17-Nov-24 20:00:00,RUN,2.80,42.03,99.08,28.89,42.03,7096.50,7044.10,50.59,48.39,48.97,42.82
17-Nov-24 21:00:00,RUN,2.69,41.84,99.22,32.70,41.84,7085.94,7025.74,50.16,47.98,48.21,42.89
17-Nov-24 22:00:00,RUN,2.85,41.91,99.16,29.46,41.91,7014.76,6960.86,50.80,45.42,49.92,42.63
17-Nov-24 23:00:00,RUN,2.89,42.14,98.99,32.71,42.14,7030.56,6967.98,50.81,45.84,49.59,42.58
18-Nov-24 00:00:00,RUN,3.11,41.97,99.12,33.66,41.97,7231.72,7169.64,51.26,46.12,49.69,42.41
18-Nov-24 01:00:00,RUN,2.95,41.85,99.21,29.14,41.85,7086.53,7031.82,50.99,45.73,50.22,42.70
18-Nov-24 02:00:00,RUN,3.12,41.96,99.13,31.86,41.96,7072.05,7015.71,51.86,45.73,50.97,43.72
18-Nov-24 03:00:00,RUN,3.04,42.14,98.99,33.75,42.14,6967.90,6914.19,51.35,45.00,48.79,42.82
18-Nov-24 04:00:00,RUN,3.43,41.79,99.27,32.28,41.79,7077.46,7025.73,50.88,43.90,49.89,42.71
18-Nov-24 05:00:00,RUN,3.30,41.95,99.14,31.48,41.95,7014.13,6970.46,51.25,45.63,48.28,42.58
18-Nov-24 06:00:00,RUN,3.34,42.15,98.98,31.06,42.15,6937.22,6890.12,50.91,45.25,47.90,42.37
18-Nov-24 07:00:00,RUN,3.58,42.19,98.95,30.37,42.19,6857.04,6817.93,51.04,46.44,47.90,42.51
18-Nov-24 08:00:00,RUN,3.29,40.36,94.71,30.69,40.36,5192.26,5148.58,50.92,45.01,48.97,42.32
18-Nov-24 09:00:00,RUN,3.44,42.03,99.08,24.63,42.03,4879.68,4828.79,48.69,43.99,46.05,39.16
18-Nov-24 10:00:00,RUN,3.25,41.96,99.13,30.13,41.96,6394.62,6341.12,50.27,45.79,48.23,41.18
18-Nov-24 11:00:00,RUN,3.43,41.94,99.15,33.10,41.94,6960.64,6917.21,50.62,47.15,47.58,41.17
18-Nov-24 12:00:00,RUN,3.54,42.14,98.96,29.29,42.14,6114.15,6063.35,51.11,46.65,49.21,37.54
18-Nov-24 13:00:00,RUN,3.72,41.99,99.10,31.90,41.99,7026.24,6961.47,50.72,47.62,47.63,41.06
18-Nov-24 14:00:00,RUN,3.26,41.88,99.19,31.67,41.88,7090.79,7047.53,50.82,48.33,49.34,37.24
18-Nov-24 15:00:00,RUN,3.03,42.29,98.87,32.62,42.29,7096.22,7034.30,48.30,43.88,48.04,41.07
18-Nov-24 16:00:00,RUN,3.17,41.78,99.27,32.01,41.78,7058.46,7008.92,48.68,43.27,46.38,40.08
18-Nov-24 17:00:00,RUN,3.10,42.04,99.07,34.82,42.04,7067.58,7016.09,48.51,43.47,46.47,40.30
18-Nov-24 18:00:00,RUN,3.02,42.12,99.01,33.69,42.12,7061.72,6997.84,48.67,43.28,46.62,40.35
18-Nov-24 19:00:00,RUN,2.94,42.00,99.10,30.37,42.00,7076.84,7005.99,48.67,43.74,46.61,39.97
18-Nov-24 20:00:00,RUN,2.79,41.87,99.21,28.73,41.87,6959.18,6909.73,48.91,44.75,45.57,40.23
18-Nov-24 21:00:00,RUN,3.01,41.93,99.16,34.20,41.93,6902.63,6851.20,49.86,46.15,47.18,42.06
18-Nov-24 22:00:00,RUN,3.12,42.00,99.10,32.46,42.00,7004.06,6963.86,50.04,43.40,48.24,41.85
18-Nov-24 23:00:00,STOP,3.19,-0.04,-5.00,0.30,-0.04,8.87,61.32,67.20,60.07,39.59,32.70
19-Nov-24 00:00:00,STOP,3.30,-0.04,-5.00,0.29,-0.04,10.85,99.32,46.29,42.41,28.26,24.87
19-Nov-24 01:00:00,STOP,3.08,-0.04,-5.00,0.29,-0.04,8.96,53.96,35.87,32.85,23.16,20.27
19-Nov-24 02:00:00,STOP,3.09,-0.04,-5.00,0.30,-0.04,9.50,47.26,29.85,27.75,20.01,18.51
19-Nov-24 03:00:00,STOP,3.16,-0.04,-5.00,0.29,-0.04,8.92,62.32,25.07,23.49,17.21,16.36
19-Nov-24 04:00:00,STOP,3.35,-0.04,-5.00,0.29,-0.04,9.55,27.89,22.95,22.06,16.14,15.92
19-Nov-24 05:00:00,STOP,3.66,-0.04,-5.00,0.30,-0.04,9.52,41.46,21.16,20.40,15.62,15.06
19-Nov-24 06:00:00,STOP,3.54,-0.04,-5.00,0.30,-0.04,9.62,24.62,19.36,18.71,14.48,14.33
19-Nov-24 07:00:00,STOP,3.65,-0.04,-5.00,0.29,-0.04,10.82,17.39,17.83,17.33,14.06,13.36
